KP_lab_id	KP_NCBI_id	blastn_length	KP_lab_length	KP_NCBI_length	covrage(%)
CPB0167	NC_049838.1	41723	49443	47844	85.77302208928222
CPB0195	KT367885.1	34730	40868	40114	85.77214689684128
CPB0195	MN585130.1	34730	40868	40114	85.77214689684128
CPB0195	NC_028688.1	34730	40868	40114	85.77214689684128
CPB0231	KT367885.1	34730	40868	40114	85.77214689684128
CPB0231	MN585130.1	34730	40868	40114	85.77214689684128
CPB0231	NC_028688.1	34730	40868	40114	85.77214689684128
CPB0233	MZ398245.2	34986	40196	41384	85.77102230938955
CPB0262	MG428991.1	135152	155531	159631	85.76668506990056
CPB0262	NC_047900.1	135152	155531	159631	85.76668506990056
CPB0472	KX712071.1	35270	40972	41283	85.75770469880251
CPB0472	NC_047773.1	35270	40972	41283	85.75770469880251
CPB0268	OL539460.1	42180	49267	49111	85.75087926162354
CPB0259	KX591654.1	34913	40665	40765	85.74972368905809
CPB0259	NC_047771.1	34913	40665	40765	85.74972368905809
CPB0507	KX712071.1	35195	40805	41283	85.74943962576747
CPB0507	NC_047773.1	35195	40805	41283	85.74943962576747
CPB0165	ON148528.1	34882	41424	39935	85.7483499059723
CPB0500	KX712071.1	35193	40803	41283	85.74665594620276
CPB0500	NC_047773.1	35193	40803	41283	85.74665594620276
CPB0906	MZ571828.1	91372	100263	112862	85.7449853372434
CPB0165	KT367885.1	34954	41424	40114	85.73671171723613
CPB0165	MN585130.1	34954	41424	40114	85.73671171723613
CPB0165	NC_028688.1	34954	41424	40114	85.73671171723613
CPB0507	MW042804.1	34527	40805	39738	85.73556981984778
CPB0187	MT542697.1	34732	40145	40877	85.73473871294216
CPB0500	MW042804.1	34525	40803	39738	85.73273239716418
CPB0505	MN380459.1	36941	42849	43329	85.73185731857319
CPB0884	KX856662.1	37348	43572	43557	85.7303538431521
CPB0884	NC_047779.1	37348	43572	43557	85.7303538431521
CPB0463	MH172264.1	34853	40972	40337	85.72974701447565
CPB0463	NC_047971.1	34853	40972	40337	85.72974701447565
CPB0464	MH172264.1	34853	40972	40337	85.72974701447565
CPB0464	NC_047971.1	34853	40972	40337	85.72974701447565
CPB0907	MT966873.1	34860	40764	40562	85.72904114305389
CPB0914	MT966873.1	34860	40764	40562	85.72904114305389
CPB0178	OL539460.1	42169	49267	49111	85.72851653825042
CPB0178	MN013076.1	43776	49267	52866	85.72351737440397
CPB0178	MW021765.1	43776	49267	52866	85.72351737440397
CPB0178	NC_049834.1	43776	49267	52866	85.72351737440397
CPB0268	MN013076.1	43776	49267	52866	85.72351737440397
CPB0268	MW021765.1	43776	49267	52866	85.72351737440397
CPB0268	NC_049834.1	43776	49267	52866	85.72351737440397
CPB0888	MT813141.1	34681	40692	40222	85.72311342907284
CPB0888	MT813140.1	34768	40692	40428	85.7199211045365
CPB0506	MW042807.1	34626	40701	40090	85.71746852991052
CPB0877	OL409034.1	34775	40195	40946	85.71498995575602
CPB0507	MK380015.1	35229	40805	41397	85.71324298678864
CPB0907	MK203841.1	34763	40764	40352	85.71182010947285
CPB0907	NC_048138.1	34763	40764	40352	85.71182010947285
CPB0914	MK203841.1	34763	40764	40352	85.71182010947285
CPB0914	NC_048138.1	34763	40764	40352	85.71182010947285
CPB0462	MW042787.1	35074	40972	40872	85.7093983676262
CPB0462	MW042788.1	35074	40972	40872	85.7093983676262
CPB0204	MK135468.1	37428	43756	43584	85.7064346233112
CPB0500	MK380015.1	35225	40803	41397	85.70559610705595
CPB0888	MW042791.1	34758	40692	40421	85.70266171883668
CPB0159	MH688453.1	42587	49525	49861	85.70019922323063
CPB0159	NC_048126.1	42587	49525	49861	85.70019922323063
CPB0871	KY389315.1	35336	41350	41116	85.69834841025393
CPB0871	NC_047798.1	35336	41350	41116	85.69834841025393
CPB0194	MW042788.1	35024	40868	40872	85.69610961585515
CPB0268	MZ398242.1	42342	49267	49552	85.69607059371174
CPB0249	LN866626.1	34844	40266	41054	85.69601574028529
CPB0249	NC_028977.1	34844	40266	41054	85.69601574028529
CPB0913	KX587949.2	38029	44730	44024	85.6952926065304
CPB0913	NC_047857.1	38029	44730	44024	85.6952926065304
CPB0195	MW042788.1	35023	40868	40872	85.69366283337412
CPB0231	MW042788.1	35023	40868	40872	85.69366283337412
CPB0472	MH172264.1	34836	40972	40337	85.68793122532561
CPB0472	NC_047971.1	34836	40972	40337	85.68793122532561
CPB0507	MK380016.1	35095	40805	41109	85.68742827843836
CPB0259	KY389315.1	35038	40665	41116	85.68738460033504
CPB0259	NC_047798.1	35038	40665	41116	85.68738460033504
CPB0500	MK380016.1	35093	40803	41109	85.6846371715988
CPB0229	MN101227.1	33810	40416	38503	85.68278868206643
CPB0871	KX712070.1	35019	41350	40395	85.67863477888555
CPB0871	NC_047772.1	35019	41350	40395	85.67863477888555
CPB0252	MN013087.1	43201	49167	51678	85.6780207248748
CPB0509	KX712071.1	34753	39842	41283	85.67765793528505
CPB0509	NC_047773.1	34753	39842	41283	85.67765793528505
CPB0907	MN101227.1	33957	40764	38503	85.67752027956148
CPB0914	MN101227.1	33957	40764	38503	85.67752027956148
CPB0907	MW042796.1	34816	40764	40510	85.6756158180968
CPB0907	MW042798.1	34816	40764	40510	85.6756158180968
CPB0914	MW042796.1	34816	40764	40510	85.6756158180968
CPB0914	MW042798.1	34816	40764	40510	85.6756158180968
CPB0888	MZ398245.2	35159	40692	41384	85.67425313124421
CPB0482	KX712071.1	34752	39843	41283	85.67413652836329
CPB0482	NC_047773.1	34752	39843	41283	85.67413652836329
CPB0483	KX712071.1	34752	39843	41283	85.67413652836329
CPB0483	NC_047773.1	34752	39843	41283	85.67413652836329
CPB0178	MZ398242.1	42331	49267	49552	85.67380766856576
CPB0907	MW042789.1	34815	40764	40511	85.67210089203321
CPB0914	MW042789.1	34815	40764	40511	85.67210089203321
CPB0651	MW042810.1	34395	39869	40428	85.66945215886022
CPB0212	OL702938.1	42278	49167	49534	85.66883820832616
CPB0252	OL702938.1	42278	49167	49534	85.66883820832616
CPB0212	OM938991.1	41927	49167	48715	85.66845793915122
CPB0252	OM938991.1	41927	49167	48715	85.66845793915122
CPB0651	MW042809.1	34394	39869	40427	85.66802829530737
CPB0509	MH172262.1	34694	39842	41161	85.66102490031233
CPB0509	NC_047969.1	34694	39842	41161	85.66102490031233
CPB0482	MH172262.1	34694	39843	41161	85.65996740901683
CPB0482	NC_047969.1	34694	39843	41161	85.65996740901683
CPB0483	MH172262.1	34694	39843	41161	85.65996740901683
CPB0483	NC_047969.1	34694	39843	41161	85.65996740901683
CPB0651	KY389316.1	34277	39869	40163	85.65823670531788
CPB0651	NC_047799.1	34277	39869	40163	85.65823670531788
CPB0215	MT090077.2	38353	44536	45013	85.65813130241544
CPB0229	OM194190.1	34536	40416	40222	85.65688633150623
CPB0159	MK931443.1	42728	49525	50241	85.6564360603813
CPB0159	NC_049839.1	42728	49525	50241	85.6564360603813
CPB0465	MG972768.1	38022	43643	45135	85.65635630448986
CPB0465	NC_047944.1	38022	43643	45135	85.65635630448986
CPB0259	MH587638.1	34507	40665	39906	85.6561293765747
CPB0259	NC_048014.1	34507	40665	39906	85.6561293765747
CPB0249	KY652723.1	34633	40266	40605	85.64998577982219
CPB0249	NC_047780.1	34633	40266	40605	85.64998577982219
CPB0190	MT197176.1	37586	43475	44294	85.64755209698185
CPB0877	MT425185.1	35120	40195	41816	85.64704734730707
CPB0465	KX856662.1	37342	43643	43557	85.64678899082568
CPB0465	NC_047779.1	37342	43643	43557	85.64678899082568
CPB0155	MN176574.1	35007	41387	40361	85.64613201546216
CPB0266	MK521905.1	34512	41076	39519	85.643029964638
CPB0163	MN013087.1	43741	50476	51678	85.63737102805568
CPB0506	KY652725.1	35280	40701	41697	85.6331464355931
CPB0506	NC_047781.1	35280	40701	41697	85.6331464355931
CPB0888	MN149903.1	35015	40692	41092	85.62799569597965
CPB0223	MN176574.1	34999	41387	40361	85.62655967118462
CPB0212	MW655991.1	42146	49167	49276	85.62518411669697
CPB0212	NC_055956.1	42146	49167	49276	85.62518411669697
CPB0252	MW655991.1	42146	49167	49276	85.62518411669697
CPB0252	NC_055956.1	42146	49167	49276	85.62518411669697
CPB0509	OL409034.1	34586	39842	40946	85.62162697430311
CPB0462	ON148529.1	34809	40972	40337	85.62151791314615
CPB0463	ON148529.1	34809	40972	40337	85.62151791314615
CPB0464	ON148529.1	34809	40972	40337	85.62151791314615
CPB0479	ON148529.1	34809	40972	40337	85.62151791314615
CPB0483	OL409034.1	34586	39843	40946	85.62056715641981
CPB0212	MK931445.1	42043	49167	49045	85.61682890074532
CPB0212	NC_049846.1	42043	49167	49045	85.61682890074532
CPB0252	MK931445.1	42043	49167	49045	85.61682890074532
CPB0252	NC_049846.1	42043	49167	49045	85.61682890074532
CPB0871	MK134560.1	35055	41350	40539	85.61589468671006
CPB0871	NC_048114.1	35055	41350	40539	85.61589468671006
CPB0482	KY389316.1	34247	39843	40163	85.61107916906232
CPB0482	NC_047799.1	34247	39843	40163	85.61107916906232
CPB0509	KY389316.1	34246	39842	40163	85.60964939691269
CPB0509	NC_047799.1	34246	39842	40163	85.60964939691269
CPB0507	MK203841.1	34739	40805	40352	85.60937442241581
CPB0507	NC_048138.1	34739	40805	40352	85.60937442241581
CPB0483	KY389316.1	34246	39843	40163	85.60857935654825
CPB0483	NC_047799.1	34246	39843	40163	85.60857935654825
CPB0163	MZ634351.1	43837	50476	51939	85.60660059561587
CPB0500	MK203841.1	34737	40803	40352	85.60655535703285
CPB0500	NC_048138.1	34737	40803	40352	85.60655535703285
CPB0510	KT934943.1	122918	144189	142987	85.6046466278519
CPB0510	NC_028659.1	122918	144189	142987	85.6046466278519
CPB0670	MG428991.1	135672	157355	159631	85.60125683784142
CPB0670	NC_047900.1	135672	157355	159631	85.60125683784142
CPB0507	MK618658.1	34839	40805	40599	85.59530244214044
CPB0507	NC_048175.1	34839	40805	40599	85.59530244214044
CPB0500	MK618658.1	34837	40803	40599	85.59249158497335
CPB0500	NC_048175.1	34837	40803	40599	85.59249158497335
CPB0207	MW417503.1	42974	50380	50036	85.59193753983429
CPB0907	OL799328.1	34850	40764	40671	85.58973414379567
CPB0914	OL799328.1	34850	40764	40671	85.58973414379567
CPB0651	MW042796.1	34396	39869	40510	85.58454322646463
CPB0512	MZ428225.1	43081	50991	49684	85.58430593493917
CPB0506	OM194188.1	34832	40701	40699	85.58230958230958
CPB0472	ON148529.1	34792	40972	40337	85.57970212399611
CPB0212	MN013087.1	43151	49167	51678	85.57885864445436
CPB0266	KY450753.1	34939	41076	40578	85.5781713082029
CPB0266	NC_047980.1	34939	41076	40578	85.5781713082029
CPB0280	JF501022.1	43316	51438	49797	85.57514693534844
CPB0280	NC_029099.1	43316	51438	49797	85.57514693534844
CPB0233	OK138556.1	34448	40196	40314	85.57446279965222
CPB0249	KY389316.1	34411	40266	40163	85.56863817777169
CPB0249	NC_047799.1	34411	40266	40163	85.56863817777169
CPB0260	MW042791.1	33889	38789	40421	85.56747885368009
CPB0261	MW042791.1	33889	38789	40421	85.56747885368009
CPB0465	GQ413938.2	37415	43643	43809	85.56693957828294
CPB0465	NC_013649.2	37415	43643	43809	85.56693957828294
CPB0507	KY652723.1	34826	40805	40605	85.55705687262008
CPB0507	NC_047780.1	34826	40805	40605	85.55705687262008
CPB0833	MN176572.1	37076	43579	43091	85.55670935733241
CPB0500	KY652723.1	34825	40803	40605	85.55670204402516
CPB0500	NC_047780.1	34825	40803	40605	85.55670204402516
CPB0199	MK278861.1	42911	51286	49029	85.55250959477645
CPB0199	NC_048143.1	42911	51286	49029	85.55250959477645
CPB0206	MK931442.1	42062	48419	49916	85.54838053592312
CPB0206	NC_049847.1	42062	48419	49916	85.54838053592312
CPB0281	MK931442.1	42062	48419	49916	85.54838053592312
CPB0281	NC_049847.1	42062	48419	49916	85.54838053592312
CPB0283	MK931442.1	42062	48419	49916	85.54838053592312
CPB0283	NC_049847.1	42062	48419	49916	85.54838053592312
CPB0195	KY652725.1	35313	40868	41697	85.5398776721371
CPB0195	NC_047781.1	35313	40868	41697	85.5398776721371
CPB0231	KY652725.1	35313	40868	41697	85.5398776721371
CPB0231	NC_047781.1	35313	40868	41697	85.5398776721371
CPB0249	MK203841.1	34479	40266	40352	85.53672877024981
CPB0249	NC_048138.1	34479	40266	40352	85.53672877024981
CPB0918	KT367885.1	34390	40301	40114	85.5313063483181
CPB0918	MN585130.1	34390	40301	40114	85.5313063483181
CPB0918	NC_028688.1	34390	40301	40114	85.5313063483181
CPB0094	MZ634350.1	43754	50733	51583	85.52719027327105
CPB0229	OK138556.1	34523	40416	40314	85.52706552706553
CPB0194	MK134560.1	34812	40868	40539	85.52581473337673
CPB0194	NC_048114.1	34812	40868	40539	85.52581473337673
CPB0164	KY652724.1	34570	39509	41335	85.52273514422839
CPB0164	NC_047782.1	34570	39509	41335	85.52273514422839
CPB0212	MZ428227.1	41949	49167	48935	85.52119222849687
CPB0252	MZ428227.1	41949	49167	48935	85.52119222849687
CPB0195	MK134560.1	34810	40868	40539	85.52090115100667
CPB0195	NC_048114.1	34810	40868	40539	85.52090115100667
CPB0231	MK134560.1	34810	40868	40539	85.52090115100667
CPB0231	NC_048114.1	34810	40868	40539	85.52090115100667
CPB0888	MW042808.1	34870	40692	40857	85.51913573434376
CPB0845	MG770379.1	133331	155015	156801	85.51902403981836
CPB0845	NC_047932.1	133331	155015	156801	85.51902403981836
CPB0163	MZ428225.1	42826	50476	49684	85.51517571884985
CPB0199	MH633485.1	43362	51286	50132	85.51144767201089
CPB0199	NC_048043.1	43362	51286	50132	85.51144767201089
CPB0206	OM032871.1	40025	48419	45195	85.51071420941312
CPB0281	OM032871.1	40025	48419	45195	85.51071420941312
CPB0283	OM032871.1	40025	48419	45195	85.51071420941312
CPB0284	OM032871.1	40025	48419	45195	85.51071420941312
CPB0165	OM194190.1	34908	41424	40222	85.51061901379124
CPB0199	MN013078.1	43972	51286	51562	85.50871188550093
CPB0888	MW042805.1	34401	40692	39770	85.50868733066541
CPB0907	MK134560.1	34758	40764	40539	85.50237998597837
CPB0907	NC_048114.1	34758	40764	40539	85.50237998597837
CPB0914	MK134560.1	34758	40764	40539	85.50237998597837
CPB0914	NC_048114.1	34758	40764	40539	85.50237998597837
CPB0651	MW042792.1	34433	39869	40675	85.50109257052047
CPB0274	LN866626.1	35035	40899	41054	85.50022573914316
CPB0274	NC_028977.1	35035	40899	41054	85.50022573914316
CPB0229	KX591654.1	34704	40416	40765	85.49783816410243
CPB0229	NC_047771.1	34704	40416	40765	85.49783816410243
CPB0195	MW042805.1	34471	40868	39770	85.495672015675
CPB0231	MW042805.1	34471	40868	39770	85.495672015675
CPB0194	MH587638.1	34529	40868	39906	85.4953326565479
CPB0194	NC_048014.1	34529	40868	39906	85.4953326565479
CPB0175	MK135468.1	37354	43802	43584	85.4919552331037
CPB0159	MZ571831.1	42385	49525	49631	85.4915486707814
CPB0175	KM576124.1	37472	43802	43865	85.487127425371
CPB0175	NC_047748.1	37472	43802	43865	85.487127425371
CPB0244	KY652724.1	35017	40590	41335	85.48550503509307
CPB0244	NC_047782.1	35017	40590	41335	85.48550503509307
CPB0463	MT966873.1	34848	40972	40562	85.48090367208772
CPB0464	MT966873.1	34848	40972	40562	85.48090367208772
CPB0472	MT966873.1	34848	40972	40562	85.48090367208772
CPB0506	MH172264.1	34636	40701	40337	85.48088551050125
CPB0506	NC_047971.1	34636	40701	40337	85.48088551050125
CPB0297	MZ634346.1	43589	51532	50457	85.47784565002108
CPB0209	MN013078.1	42234	47262	51562	85.47316441350279
CPB0877	MT542697.1	34647	40195	40877	85.47217288336294
CPB0249	GQ413937.1	34780	40266	41119	85.47029550900042
CPB0249	NC_013647.1	34780	40266	41119	85.47029550900042
CPB0888	MW042787.1	34855	40692	40872	85.46662743367172
CPB0888	MW042788.1	34855	40692	40872	85.46662743367172
CPB0244	MW042804.1	34326	40590	39738	85.46459515984463
CPB0479	MT966873.1	34841	40972	40562	85.46373292123532
CPB0871	MN176574.1	34916	41350	40361	85.46217767497643
CPB0484	MN106244.1	49806	58753	57805	85.46131539662657
CPB0484	NC_048805.1	49806	58753	57805	85.46131539662657
CPB0230	MK380015.1	35165	40899	41397	85.45980363565666
CPB0274	MK380015.1	35165	40899	41397	85.45980363565666
CPB0507	MZ398245.2	35119	40805	41384	85.45912470038569
CPB0256	MZ428225.1	42382	49504	49684	85.45791829656814
CPB0500	MZ398245.2	35117	40803	41384	85.45633737695742
CPB0155	ON148528.1	34747	41387	39935	85.45535033570252
CPB0259	MW042800.1	34500	40665	40079	85.4552660259586
CPB0482	OL409034.1	34519	39843	40946	85.45470299174393
CPB0907	MW042804.1	34396	40764	39738	85.45377754589948
CPB0914	MW042804.1	34396	40764	39738	85.45377754589948
CPB0194	MW042805.1	34453	40868	39770	85.45102805129096
CPB0195	MW042800.1	34584	40868	40079	85.44850334169271
CPB0231	MW042800.1	34584	40868	40079	85.44850334169271
CPB0155	KT367885.1	34820	41387	40114	85.44680433368916
CPB0155	MN585130.1	34820	41387	40114	85.44680433368916
CPB0155	NC_028688.1	34820	41387	40114	85.44680433368916
CPB0508	MG428991.1	135559	157680	159631	85.44235781299734
CPB0508	NC_047900.1	135559	157680	159631	85.44235781299734
CPB0249	MW042800.1	34323	40266	40079	85.43904412222292
CPB0234	MG770379.1	133712	156199	156801	85.43897763578275
CPB0234	NC_047932.1	133712	156199	156801	85.43897763578275
CPB0280	MZ571833.1	42935	51438	49068	85.43768531231967
CPB0166	MG770379.1	133712	156211	156801	85.43570214560464
CPB0166	NC_047932.1	133712	156211	156801	85.43570214560464
CPB0172	MG770379.1	133712	156211	156801	85.43570214560464
CPB0172	NC_047932.1	133712	156211	156801	85.43570214560464
CPB0197	MG770379.1	133712	156211	156801	85.43570214560464
CPB0197	NC_047932.1	133712	156211	156801	85.43570214560464
CPB0280	MN013087.1	44048	51438	51678	85.43388029015865
CPB0506	OK138556.1	34607	40701	40314	85.43356168610751
CPB0195	MZ398245.2	35134	40868	41384	85.43014151631571
CPB0231	MZ398245.2	35134	40868	41384	85.43014151631571
CPB0462	MW042793.1	34650	40972	40148	85.42899408284023
CPB0462	MW042797.1	34650	40972	40148	85.42899408284023
CPB0462	MW042799.1	34650	40972	40148	85.42899408284023
CPB0462	MW042801.1	34650	40972	40148	85.42899408284023
CPB0462	MW042811.1	34650	40972	40148	85.42899408284023
CPB0462	MW042812.1	34650	40972	40148	85.42899408284023
CPB0463	MW042793.1	34650	40972	40148	85.42899408284023
CPB0463	MW042797.1	34650	40972	40148	85.42899408284023
CPB0463	MW042799.1	34650	40972	40148	85.42899408284023
CPB0463	MW042801.1	34650	40972	40148	85.42899408284023
CPB0463	MW042811.1	34650	40972	40148	85.42899408284023
CPB0463	MW042812.1	34650	40972	40148	85.42899408284023
CPB0464	MW042793.1	34650	40972	40148	85.42899408284023
CPB0464	MW042797.1	34650	40972	40148	85.42899408284023
CPB0464	MW042799.1	34650	40972	40148	85.42899408284023
CPB0464	MW042801.1	34650	40972	40148	85.42899408284023
CPB0464	MW042811.1	34650	40972	40148	85.42899408284023
CPB0464	MW042812.1	34650	40972	40148	85.42899408284023
CPB0472	MW042793.1	34650	40972	40148	85.42899408284023
CPB0472	MW042797.1	34650	40972	40148	85.42899408284023
CPB0472	MW042799.1	34650	40972	40148	85.42899408284023
CPB0472	MW042801.1	34650	40972	40148	85.42899408284023
CPB0472	MW042811.1	34650	40972	40148	85.42899408284023
CPB0472	MW042812.1	34650	40972	40148	85.42899408284023
CPB0479	MW042793.1	34650	40972	40148	85.42899408284023
CPB0479	MW042797.1	34650	40972	40148	85.42899408284023
CPB0479	MW042799.1	34650	40972	40148	85.42899408284023
CPB0479	MW042801.1	34650	40972	40148	85.42899408284023
CPB0479	MW042811.1	34650	40972	40148	85.42899408284023
CPB0479	MW042812.1	34650	40972	40148	85.42899408284023
CPB0508	MG770379.1	134327	157680	156801	85.42773649282469
CPB0508	NC_047932.1	134327	157680	156801	85.42773649282469
CPB0462	MW042790.1	34649	40972	40148	85.42652859960552
CPB0463	MW042790.1	34649	40972	40148	85.42652859960552
CPB0464	MW042790.1	34649	40972	40148	85.42652859960552
CPB0472	MW042790.1	34649	40972	40148	85.42652859960552
CPB0479	MW042790.1	34649	40972	40148	85.42652859960552
CPB0659	MT197175.1	37543	42964	44932	85.4259579503049
CPB0223	ON148528.1	34735	41387	39935	85.42583802661026
CPB0223	KT367885.1	34811	41387	40114	85.4247187151078
CPB0223	MN585130.1	34811	41387	40114	85.4247187151078
CPB0223	NC_028688.1	34811	41387	40114	85.4247187151078
CPB0207	MZ428224.1	43537	50380	51554	85.42193968646379
CPB0283	MZ398242.1	41844	48419	49552	85.42119606822428
CPB0206	MZ398242.1	41843	48419	49552	85.41915464780394
CPB0281	MZ398242.1	41843	48419	49552	85.41915464780394
CPB0284	MZ398242.1	41843	48419	49552	85.41915464780394
CPB0280	ON489264.1	45191	51438	54376	85.41591849849736
CPB0246	KT367886.1	37488	43818	43963	85.41256080472995
CPB0246	NC_028664.1	37488	43818	43963	85.41256080472995
CPB0462	MW042794.1	34643	40972	40148	85.41173570019723
CPB0463	MW042794.1	34643	40972	40148	85.41173570019723
CPB0464	MW042794.1	34643	40972	40148	85.41173570019723
CPB0472	MW042794.1	34643	40972	40148	85.41173570019723
CPB0479	MW042794.1	34643	40972	40148	85.41173570019723
CPB0158	MG770379.1	133673	156211	156801	85.41078297317675
