go_id	category	go_term
GO:0004457	Function	lactate dehydrogenase activity
GO:0004458	Function	D-lactate dehydrogenase (cytochrome) activity
GO:0004459	Function	L-lactate dehydrogenase activity
GO:0004460	Function	L-lactate dehydrogenase (cytochrome) activity
GO:0004461	Function	lactose synthase activity
GO:0004462	Function	lactoylglutathione lyase activity
GO:0004463	Function	leukotriene-A4 hydrolase activity
GO:0004464	Function	leukotriene-C4 synthase activity
GO:0004465	Function	lipoprotein lipase activity
GO:0004466	Function	long-chain-acyl-CoA dehydrogenase activity
GO:0004467	Function	long-chain fatty acid-CoA ligase activity
GO:0004468	Function	lysine N-acetyltransferase activity, acting on acetyl phosphate as donor
GO:0004470	Function	malic enzyme activity
GO:0004471	Function	malate dehydrogenase (decarboxylating) (NAD+) activity
GO:0004473	Function	malate dehydrogenase (decarboxylating) (NADP+) activity
GO:0004474	Function	malate synthase activity
GO:0004475	Function	mannose-1-phosphate guanylyltransferase activity
GO:0004476	Function	mannose-6-phosphate isomerase activity
GO:0004477	Function	methenyltetrahydrofolate cyclohydrolase activity
GO:0004478	Function	methionine adenosyltransferase activity
GO:0004479	Function	methionyl-tRNA formyltransferase activity
GO:0004482	Function	mRNA (guanine-N7-)-methyltransferase activity
GO:0004483	Function	mRNA (nucleoside-2'-O-)-methyltransferase activity
GO:0004484	Function	mRNA guanylyltransferase activity
GO:0004485	Function	methylcrotonoyl-CoA carboxylase activity
GO:0004486	Function	methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity
GO:0004487	Function	methylenetetrahydrofolate dehydrogenase (NAD+) activity
GO:0004488	Function	methylenetetrahydrofolate dehydrogenase (NADP+) activity
GO:0004489	Function	methylenetetrahydrofolate reductase (NAD(P)H) activity
GO:0004490	Function	methylglutaconyl-CoA hydratase activity
GO:0004491	Function	methylmalonate-semialdehyde dehydrogenase (acylating) activity
GO:0004492	Function	methylmalonyl-CoA decarboxylase activity
GO:0004493	Function	methylmalonyl-CoA epimerase activity
GO:0004494	Function	methylmalonyl-CoA mutase activity
GO:0004496	Function	mevalonate kinase activity
GO:0004497	Function	monooxygenase activity
GO:0004498	Function	calcidiol 1-monooxygenase activity
GO:0004499	Function	N,N-dimethylaniline monooxygenase activity
GO:0004500	Function	dopamine beta-monooxygenase activity
GO:0004501	Function	ecdysone 20-monooxygenase activity
GO:0004502	Function	kynurenine 3-monooxygenase activity
GO:0004503	Function	monophenol monooxygenase activity
GO:0004504	Function	peptidylglycine monooxygenase activity
GO:0004505	Function	phenylalanine 4-monooxygenase activity
GO:0004506	Function	squalene monooxygenase activity
GO:0004507	Function	steroid 11-beta-monooxygenase activity
GO:0004508	Function	steroid 17-alpha-monooxygenase activity
GO:0004509	Function	steroid 21-monooxygenase activity
GO:0004510	Function	tryptophan 5-monooxygenase activity
GO:0004511	Function	tyrosine 3-monooxygenase activity
GO:0004512	Function	inositol-3-phosphate synthase activity
GO:0004513	Function	neolactotetraosylceramide alpha-2,3-sialyltransferase activity
GO:0004514	Function	nicotinate-nucleotide diphosphorylase (carboxylating) activity
GO:0004515	Function	nicotinate-nucleotide adenylyltransferase activity
GO:0004516	Function	nicotinate phosphoribosyltransferase activity
GO:0004517	Function	nitric-oxide synthase activity
GO:0004518	Function	nuclease activity
GO:0004519	Function	endonuclease activity
GO:0004520	Function	endodeoxyribonuclease activity
GO:0004521	Function	endoribonuclease activity
GO:0004522	Function	ribonuclease A activity
GO:0004523	Function	RNA-DNA hybrid ribonuclease activity
GO:0004525	Function	ribonuclease III activity
GO:0004526	Function	ribonuclease P activity
GO:0004527	Function	exonuclease activity
GO:0004528	Function	phosphodiesterase I activity
GO:0004529	Function	exodeoxyribonuclease activity
GO:0004530	Function	deoxyribonuclease I activity
GO:0004531	Function	deoxyribonuclease II activity
GO:0004532	Function	exoribonuclease activity
GO:0004534	Function	5'-3' exoribonuclease activity
GO:0004535	Function	poly(A)-specific ribonuclease activity
GO:0004536	Function	deoxyribonuclease activity
GO:0004540	Function	ribonuclease activity
GO:0004549	Function	tRNA-specific ribonuclease activity
GO:0004550	Function	nucleoside diphosphate kinase activity
GO:0004551	Function	nucleotide diphosphatase activity
GO:0004552	Function	octanol dehydrogenase activity
GO:0004553	Function	hydrolase activity, hydrolyzing O-glycosyl compounds
GO:0004555	Function	alpha,alpha-trehalase activity
GO:0004556	Function	alpha-amylase activity
GO:0004557	Function	alpha-galactosidase activity
GO:0004558	Function	alpha-1,4-glucosidase activity
GO:0004559	Function	alpha-mannosidase activity
GO:0004560	Function	alpha-L-fucosidase activity
GO:0004561	Function	alpha-N-acetylglucosaminidase activity
GO:0004563	Function	beta-N-acetylhexosaminidase activity
GO:0004564	Function	beta-fructofuranosidase activity
GO:0004565	Function	beta-galactosidase activity
GO:0004566	Function	beta-glucuronidase activity
GO:0004567	Function	beta-mannosidase activity
GO:0004568	Function	chitinase activity
GO:0004569	Function	glycoprotein endo-alpha-1,2-mannosidase activity
GO:0004571	Function	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity
GO:0004572	Function	mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity
GO:0004573	Function	mannosyl-oligosaccharide glucosidase activity
GO:0004574	Function	oligo-1,6-glucosidase activity
GO:0004575	Function	sucrose alpha-glucosidase activity
GO:0004576	Function	oligosaccharyl transferase activity
GO:0004577	Function	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity
GO:0004578	Function	chitobiosyldiphosphodolichol beta-mannosyltransferase activity
GO:0004579	Function	dolichyl-diphosphooligosaccharide-protein glycotransferase activity
GO:0004581	Function	dolichyl-phosphate beta-glucosyltransferase activity
GO:0004582	Function	dolichyl-phosphate beta-D-mannosyltransferase activity
GO:0004583	Function	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
GO:0004584	Function	dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity
GO:0004585	Function	ornithine carbamoyltransferase activity
GO:0004586	Function	ornithine decarboxylase activity
GO:0004587	Function	ornithine-oxo-acid transaminase activity
GO:0004588	Function	orotate phosphoribosyltransferase activity
GO:0004590	Function	orotidine-5'-phosphate decarboxylase activity
GO:0004591	Function	oxoglutarate dehydrogenase (succinyl-transferring) activity
GO:0004592	Function	pantoate-beta-alanine ligase activity
GO:0004594	Function	pantothenate kinase activity
GO:0004595	Function	pantetheine-phosphate adenylyltransferase activity
GO:0004596	Function	peptide alpha-N-acetyltransferase activity
GO:0004597	Function	peptide-aspartate beta-dioxygenase activity
GO:0004598	Function	peptidylamidoglycolate lyase activity
GO:0004601	Function	peroxidase activity
GO:0004602	Function	glutathione peroxidase activity
GO:0004603	Function	phenylethanolamine N-methyltransferase activity
GO:0004604	Function	phosphoadenylyl-sulfate reductase (thioredoxin) activity
GO:0004605	Function	phosphatidate cytidylyltransferase activity
GO:0004607	Function	phosphatidylcholine-sterol O-acyltransferase activity
GO:0004608	Function	phosphatidylethanolamine N-methyltransferase activity
GO:0004609	Function	phosphatidylserine decarboxylase activity
GO:0004610	Function	phosphoacetylglucosamine mutase activity
GO:0004611	Function	phosphoenolpyruvate carboxykinase activity
GO:0004612	Function	phosphoenolpyruvate carboxykinase (ATP) activity
GO:0004613	Function	phosphoenolpyruvate carboxykinase (GTP) activity
GO:0004614	Function	phosphoglucomutase activity
GO:0004615	Function	phosphomannomutase activity
GO:0004616	Function	phosphogluconate dehydrogenase (decarboxylating) activity
GO:0004617	Function	phosphoglycerate dehydrogenase activity
GO:0004618	Function	phosphoglycerate kinase activity
GO:0004619	Function	phosphoglycerate mutase activity
GO:0004620	Function	phospholipase activity
GO:0004621	Function	glycosylphosphatidylinositol phospholipase D activity
GO:0004622	Function	lysophospholipase activity
GO:0004623	Function	phospholipase A2 activity
GO:0004629	Function	phospholipase C activity
GO:0004630	Function	phospholipase D activity
GO:0004631	Function	phosphomevalonate kinase activity
GO:0004632	Function	phosphopantothenate--cysteine ligase activity
GO:0004633	Function	phosphopantothenoylcysteine decarboxylase activity
GO:0004634	Function	phosphopyruvate hydratase activity
GO:0004635	Function	phosphoribosyl-AMP cyclohydrolase activity
GO:0004636	Function	phosphoribosyl-ATP diphosphatase activity
GO:0004637	Function	phosphoribosylamine-glycine ligase activity
GO:0004638	Function	phosphoribosylaminoimidazole carboxylase activity
GO:0004639	Function	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity
GO:0004640	Function	phosphoribosylanthranilate isomerase activity
GO:0004641	Function	phosphoribosylformylglycinamidine cyclo-ligase activity
GO:0004642	Function	phosphoribosylformylglycinamidine synthase activity
GO:0004643	Function	phosphoribosylaminoimidazolecarboxamide formyltransferase activity
GO:0004644	Function	phosphoribosylglycinamide formyltransferase activity
GO:0004645	Function	phosphorylase activity
GO:0004647	Function	phosphoserine phosphatase activity
GO:0004648	Function	O-phospho-L-serine:2-oxoglutarate aminotransferase activity
GO:0004649	Function	poly(ADP-ribose) glycohydrolase activity
GO:0004650	Function	polygalacturonase activity
GO:0004651	Function	polynucleotide 5'-phosphatase activity
GO:0004652	Function	polynucleotide adenylyltransferase activity
GO:0004653	Function	polypeptide N-acetylgalactosaminyltransferase activity
GO:0004654	Function	polyribonucleotide nucleotidyltransferase activity
GO:0004655	Function	porphobilinogen synthase activity
GO:0004656	Function	procollagen-proline 4-dioxygenase activity
GO:0004657	Function	proline dehydrogenase activity
GO:0004658	Function	propionyl-CoA carboxylase activity
GO:0004659	Function	prenyltransferase activity
GO:0004660	Function	protein farnesyltransferase activity
GO:0004661	Function	protein geranylgeranyltransferase activity
GO:0004662	Function	CAAX-protein geranylgeranyltransferase activity
GO:0004663	Function	Rab geranylgeranyltransferase activity
GO:0004664	Function	prephenate dehydratase activity
GO:0004665	Function	prephenate dehydrogenase (NADP+) activity
GO:0004666	Function	prostaglandin-endoperoxide synthase activity
GO:0004667	Function	prostaglandin-D synthase activity
GO:0004668	Function	protein-arginine deiminase activity
GO:0004671	Function	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
GO:0004672	Function	protein kinase activity
GO:0004673	Function	protein histidine kinase activity
GO:0004674	Function	protein serine/threonine kinase activity
GO:0004675	Function	transmembrane receptor protein serine/threonine kinase activity
GO:0004676	Function	3-phosphoinositide-dependent protein kinase activity
GO:0004677	Function	DNA-dependent protein kinase activity
GO:0004679	Function	AMP-activated protein kinase activity
GO:0004683	Function	calmodulin-dependent protein kinase activity
GO:0004686	Function	elongation factor-2 kinase activity
GO:0004687	Function	myosin light chain kinase activity
GO:0004689	Function	phosphorylase kinase activity
GO:0004691	Function	cAMP-dependent protein kinase activity
GO:0004692	Function	cGMP-dependent protein kinase activity
GO:0004693	Function	cyclin-dependent protein serine/threonine kinase activity
GO:0004694	Function	eukaryotic translation initiation factor 2alpha kinase activity
GO:0004697	Function	protein kinase C activity
GO:0004698	Function	calcium-dependent protein kinase C activity
GO:0004699	Function	calcium-independent protein kinase C activity
GO:0004703	Function	G protein-coupled receptor kinase activity
GO:0004704	Function	NF-kappaB-inducing kinase activity
GO:0004705	Function	JUN kinase activity
GO:0004706	Function	JUN kinase kinase kinase activity
GO:0004707	Function	MAP kinase activity
GO:0004708	Function	MAP kinase kinase activity
GO:0004709	Function	MAP kinase kinase kinase activity
GO:0004711	Function	ribosomal protein S6 kinase activity
GO:0004712	Function	protein serine/threonine/tyrosine kinase activity
GO:0004713	Function	protein tyrosine kinase activity
GO:0004714	Function	transmembrane receptor protein tyrosine kinase activity
GO:0004715	Function	non-membrane spanning protein tyrosine kinase activity
GO:0004719	Function	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
GO:0004720	Function	protein-lysine 6-oxidase activity
GO:0004721	Function	phosphoprotein phosphatase activity
GO:0004722	Function	protein serine/threonine phosphatase activity
GO:0004723	Function	calcium-dependent protein serine/threonine phosphatase activity
GO:0004724	Function	magnesium-dependent protein serine/threonine phosphatase activity
GO:0004725	Function	protein tyrosine phosphatase activity
GO:0004726	Function	non-membrane spanning protein tyrosine phosphatase activity
GO:0004727	Function	prenylated protein tyrosine phosphatase activity
GO:0004729	Function	oxygen-dependent protoporphyrinogen oxidase activity
GO:0004730	Function	pseudouridylate synthase activity
GO:0004731	Function	purine-nucleoside phosphorylase activity
GO:0004732	Function	pyridoxal oxidase activity
GO:0004733	Function	pyridoxamine-phosphate oxidase activity
GO:0004734	Function	pyrimidodiazepine synthase activity
GO:0004735	Function	pyrroline-5-carboxylate reductase activity
GO:0004736	Function	pyruvate carboxylase activity
GO:0004737	Function	pyruvate decarboxylase activity
GO:0004738	Function	pyruvate dehydrogenase activity
GO:0004739	Function	pyruvate dehydrogenase (acetyl-transferring) activity
GO:0004740	Function	pyruvate dehydrogenase (acetyl-transferring) kinase activity
GO:0004741	Function	[pyruvate dehydrogenase (lipoamide)] phosphatase activity
GO:0004742	Function	dihydrolipoyllysine-residue acetyltransferase activity
GO:0004743	Function	pyruvate kinase activity
GO:0004744	Function	retinal isomerase activity
GO:0004745	Function	retinol dehydrogenase activity
GO:0004746	Function	riboflavin synthase activity
GO:0004747	Function	ribokinase activity
GO:0004748	Function	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
GO:0004749	Function	ribose phosphate diphosphokinase activity
GO:0004750	Function	ribulose-phosphate 3-epimerase activity
GO:0004751	Function	ribose-5-phosphate isomerase activity
GO:0004753	Function	saccharopine dehydrogenase activity
GO:0004754	Function	saccharopine dehydrogenase (NAD+, L-lysine-forming) activity
GO:0004755	Function	saccharopine dehydrogenase (NADP+, L-glutamate-forming) activity
