COG	func	name	level_1	level_2
COG3601	H	Riboflavin transporter FmnP	METABOLISM	Coenzyme transport and metabolism 
COG0259	H	Pyridoxine/pyridoxamine 5'-phosphate oxidase	METABOLISM	Coenzyme transport and metabolism 
COG0669	H	Phosphopantetheine adenylyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG1962	H	Tetrahydromethanopterin S-methyltransferase, subunit H	METABOLISM	Coenzyme transport and metabolism 
COG1339	H	Archaeal CTP-dependent riboflavin kinase	METABOLISM	Coenzyme transport and metabolism 
COG5146	H	Pantothenate kinase	METABOLISM	Coenzyme transport and metabolism 
COG1903	H	Cobalamin biosynthesis protein CbiD	METABOLISM	Coenzyme transport and metabolism 
COG3165	H	Ubiquinone biosynthesis protein UbiJ, contains SCP2 domain	METABOLISM	Coenzyme transport and metabolism 
COG4054	H	Methyl coenzyme M reductase, beta subunit	METABOLISM	Coenzyme transport and metabolism 
COG4138	H	ABC-type cobalamin transport system, ATPase component	METABOLISM	Coenzyme transport and metabolism 
COG1441	H	O-succinylbenzoate synthase	METABOLISM	Coenzyme transport and metabolism 
COG1564	H	Thiamine pyrophosphokinase	METABOLISM	Coenzyme transport and metabolism 
COG4058	H	Methyl coenzyme M reductase, alpha subunit	METABOLISM	Coenzyme transport and metabolism 
COG0352	H	Thiamine monophosphate synthase	METABOLISM	Coenzyme transport and metabolism 
COG1893	H	Ketopantoate reductase	METABOLISM	Coenzyme transport and metabolism 
COG4256	H	Hemin uptake protein HemP	METABOLISM	Coenzyme transport and metabolism 
COG1239	H	Mg-chelatase subunit ChlI	METABOLISM	Coenzyme transport and metabolism 
COG1240	H	Mg-chelatase subunit ChlD	METABOLISM	Coenzyme transport and metabolism 
COG0276	H	Protoheme ferro-lyase (ferrochelatase)	METABOLISM	Coenzyme transport and metabolism 
COG0007	H	Uroporphyrinogen-III methylase (siroheme synthase)	METABOLISM	Coenzyme transport and metabolism 
COG1546	H	Nicotinamide mononucleotide (NMN) deamidase PncC	METABOLISM	Coenzyme transport and metabolism 
COG0157	H	Nicotinate-nucleotide pyrophosphorylase	METABOLISM	Coenzyme transport and metabolism 
COG0853	H	Aspartate 1-decarboxylase	METABOLISM	Coenzyme transport and metabolism 
COG1985	H	Pyrimidine reductase, riboflavin biosynthesis	METABOLISM	Coenzyme transport and metabolism 
COG1575	H	1,4-dihydroxy-2-naphthoate octaprenyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG4032	H	Sulfopyruvate decarboxylase, TPP-binding subunit (coenzyme M biosynthesis)	METABOLISM	Coenzyme transport and metabolism 
COG2227	H	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	METABOLISM	Coenzyme transport and metabolism 
COG0043	H	3-polyprenyl-4-hydroxybenzoate decarboxylase	METABOLISM	Coenzyme transport and metabolism 
COG1701	H	Archaeal phosphopantothenate synthetase	METABOLISM	Coenzyme transport and metabolism 
COG0408	H	Coproporphyrinogen III oxidase	METABOLISM	Coenzyme transport and metabolism 
COG0001	H	Glutamate-1-semialdehyde aminotransferase	METABOLISM	Coenzyme transport and metabolism 
COG1541	H	Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family	METABOLISM	Coenzyme transport and metabolism 
COG0156	H	7-keto-8-aminopelargonate synthetase or related enzyme	METABOLISM	Coenzyme transport and metabolism 
COG2091	H	Phosphopantetheinyl transferase	METABOLISM	Coenzyme transport and metabolism 
COG2240	H	Pyridoxal/pyridoxine/pyridoxamine kinase	METABOLISM	Coenzyme transport and metabolism 
COG0499	H	S-adenosylhomocysteine hydrolase	METABOLISM	Coenzyme transport and metabolism 
COG2242	H	Precorrin-6B methylase 2	METABOLISM	Coenzyme transport and metabolism 
COG0373	H	Glutamyl-tRNA reductase	METABOLISM	Coenzyme transport and metabolism 
COG1767	H	Triphosphoribosyl-dephospho-CoA synthetase	METABOLISM	Coenzyme transport and metabolism 
COG0502	H	Biotin synthase or related enzyme	METABOLISM	Coenzyme transport and metabolism 
COG1920	H	2-phospho-L-lactate guanylyltransferase, coenzyme F420 biosynthesis enzyme, CobY/MobA/RfbA family	METABOLISM	Coenzyme transport and metabolism 
COG1268	H	Biotin transporter BioY	METABOLISM	Coenzyme transport and metabolism 
COG0340	H	Biotin-(acetyl-CoA carboxylase) ligase	METABOLISM	Coenzyme transport and metabolism 
COG0212	H	5-formyltetrahydrofolate cyclo-ligase	METABOLISM	Coenzyme transport and metabolism 
COG3859	H	Thiamine transporter ThiT	METABOLISM	Coenzyme transport and metabolism 
COG5598	H	Trimethylamine:corrinoid methyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG1072	H	Panthothenate kinase	METABOLISM	Coenzyme transport and metabolism 
COG0142	H	Geranylgeranyl pyrophosphate synthase	METABOLISM	Coenzyme transport and metabolism 
COG0510	H	Thiamine kinase and related kinases	METABOLISM	Coenzyme transport and metabolism 
COG2087	H	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG4206	H	Outer membrane cobalamin receptor protein	METABOLISM	Coenzyme transport and metabolism 
COG2104	H	Sulfur carrier protein ThiS (thiamine biosynthesis)	METABOLISM	Coenzyme transport and metabolism 
COG0801	H	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase	METABOLISM	Coenzyme transport and metabolism 
COG4145	H	Na+/panthothenate symporter	METABOLISM	Coenzyme transport and metabolism 
COG0108	H	3,4-dihydroxy-2-butanone 4-phosphate synthase	METABOLISM	Coenzyme transport and metabolism 
COG4143	H	ABC-type thiamine transport system, periplasmic component	METABOLISM	Coenzyme transport and metabolism 
COG4060	H	Tetrahydromethanopterin S-methyltransferase, subunit D	METABOLISM	Coenzyme transport and metabolism 
COG0192	H	S-adenosylmethionine synthetase	METABOLISM	Coenzyme transport and metabolism 
COG2099	H	Precorrin-6x reductase	METABOLISM	Coenzyme transport and metabolism 
COG0413	H	Ketopantoate hydroxymethyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG1612	H	Heme A synthase	METABOLISM	Coenzyme transport and metabolism 
COG2266	H	GTP:adenosylcobinamide-phosphate guanylyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG5424	H	Pyrroloquinoline quinone (PQQ) biosynthesis protein C	METABOLISM	Coenzyme transport and metabolism 
COG0320	H	Lipoate synthase	METABOLISM	Coenzyme transport and metabolism 
COG0113	H	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	METABOLISM	Coenzyme transport and metabolism 
COG0611	H	Thiamine monophosphate kinase	METABOLISM	Coenzyme transport and metabolism 
COG0054	H	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	METABOLISM	Coenzyme transport and metabolism 
COG0447	H	1,4-Dihydroxy-2-naphthoyl-CoA synthase	METABOLISM	Coenzyme transport and metabolism 
COG1865	H	Adenosylcobinamide amidohydrolase	METABOLISM	Coenzyme transport and metabolism 
COG0327	H	Putative GTP cyclohydrolase 1 type 2, NIF3 family	METABOLISM	Coenzyme transport and metabolism 
COG3572	H	Gamma-glutamylcysteine synthetase	METABOLISM	Coenzyme transport and metabolism 
COG1829	H	Archaeal pantoate kinase	METABOLISM	Coenzyme transport and metabolism 
COG4064	H	Tetrahydromethanopterin S-methyltransferase, subunit G	METABOLISM	Coenzyme transport and metabolism 
COG2918	H	Gamma-glutamylcysteine synthetase	METABOLISM	Coenzyme transport and metabolism 
COG0452	H	Phosphopantothenoylcysteine synthetase/decarboxylase	METABOLISM	Coenzyme transport and metabolism 
COG1478	H	F420-0:Gamma-glutamyl ligase (F420 biosynthesis)	METABOLISM	Coenzyme transport and metabolism 
COG0414	H	Panthothenate synthetase	METABOLISM	Coenzyme transport and metabolism 
COG0619	H	Energy-coupling factor transporter transmembrane protein EcfT	METABOLISM	Coenzyme transport and metabolism 
COG4056	H	Methyl coenzyme M reductase, subunit C	METABOLISM	Coenzyme transport and metabolism 
COG1521	H	Pantothenate kinase type III	METABOLISM	Coenzyme transport and metabolism 
COG0379	H	Quinolinate synthase	METABOLISM	Coenzyme transport and metabolism 
COG0095	H	Lipoate-protein ligase A	METABOLISM	Coenzyme transport and metabolism 
COG1635	H	Archaeal ribulose 1,5-bisphosphate synthetase/yeast thiazole synthase	METABOLISM	Coenzyme transport and metabolism 
COG0285	H	Folylpolyglutamate synthase/Dihydropteroate synthase	METABOLISM	Coenzyme transport and metabolism 
COG1056	H	Nicotinamide mononucleotide adenylyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG2073	H	Cobalamin biosynthesis protein CbiG	METABOLISM	Coenzyme transport and metabolism 
COG4055	H	Methyl coenzyme M reductase, subunit D	METABOLISM	Coenzyme transport and metabolism 
COG0303	H	Molybdopterin biosynthesis enzyme	METABOLISM	Coenzyme transport and metabolism 
COG4063	H	Tetrahydromethanopterin S-methyltransferase, subunit A	METABOLISM	Coenzyme transport and metabolism 
COG0262	H	Dihydrofolate reductase	METABOLISM	Coenzyme transport and metabolism 
COG4721	H	ABC-type thiamine/hydroxymethylpyrimidine transport system, permease component	METABOLISM	Coenzyme transport and metabolism 
COG0117	H	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	METABOLISM	Coenzyme transport and metabolism 
COG1492	H	Cobyric acid synthase	METABOLISM	Coenzyme transport and metabolism 
COG1809	H	Phosphosulfolactate synthase, CoM biosynthesis protein A	METABOLISM	Coenzyme transport and metabolism 
COG2226	H	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	METABOLISM	Coenzyme transport and metabolism 
COG2941	H	Demethoxyubiquinone hydroxylase, CLK1/Coq7/Cat5 family	METABOLISM	Coenzyme transport and metabolism 
COG1469	H	GTP cyclohydrolase FolE2	METABOLISM	Coenzyme transport and metabolism 
COG0720	H	6-pyruvoyl-tetrahydropterin synthase	METABOLISM	Coenzyme transport and metabolism 
COG0314	H	Molybdopterin synthase catalytic subunit	METABOLISM	Coenzyme transport and metabolism 
COG1731	H	Archaeal riboflavin synthase	METABOLISM	Coenzyme transport and metabolism 
COG4635	H	Protoporphyrinogen IX oxidase, menaquinone-dependent (flavodoxin domain)	METABOLISM	Coenzyme transport and metabolism 
COG1477	H	Thiamine biosynthesis lipoprotein ApbE	METABOLISM	Coenzyme transport and metabolism 
COG3201	H	Nicotinamide riboside transporter PnuC	METABOLISM	Coenzyme transport and metabolism 
COG1429	H	Cobalamin biosynthesis protein CobN, Mg-chelatase	METABOLISM	Coenzyme transport and metabolism 
COG2068	H	CTP:molybdopterin cytidylyltransferase MocA	METABOLISM	Coenzyme transport and metabolism 
COG0635	H	Coproporphyrinogen III oxidase or related Fe-S oxidoreductase	METABOLISM	Coenzyme transport and metabolism 
COG2082	H	Precorrin isomerase	METABOLISM	Coenzyme transport and metabolism 
COG0819	H	Thiaminase	METABOLISM	Coenzyme transport and metabolism 
COG2978	H	p-Aminobenzoyl-glutamate transporter AbgT	METABOLISM	Coenzyme transport and metabolism 
COG0521	H	Molybdopterin biosynthesis enzyme MoaB	METABOLISM	Coenzyme transport and metabolism 
COG3445	H	Autonomous glycyl radical cofactor GrcA	METABOLISM	Coenzyme transport and metabolism 
COG0181	H	Porphobilinogen deaminase	METABOLISM	Coenzyme transport and metabolism 
COG1019	H	Phosphopantetheine adenylyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG0214	H	Pyridoxal biosynthesis lyase PdxS	METABOLISM	Coenzyme transport and metabolism 
COG1060	H	2-iminoacetate synthase ThiH (tyrosine cleavage enzyme, thamine biosynthesis)	METABOLISM	Coenzyme transport and metabolism 
COG2896	H	Molybdenum cofactor biosynthesis enzyme MoaA	METABOLISM	Coenzyme transport and metabolism 
COG0351	H	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	METABOLISM	Coenzyme transport and metabolism 
COG1812	H	Archaeal S-adenosylmethionine synthetase	METABOLISM	Coenzyme transport and metabolism 
COG0302	H	GTP cyclohydrolase I	METABOLISM	Coenzyme transport and metabolism 
COG0854	H	Pyridoxine 5'-phosphate synthase PdxJ	METABOLISM	Coenzyme transport and metabolism 
COG0654	HC	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	NA	NA
COG0543	HC	NAD(P)H-flavin reductase	NA	NA
COG1932	HE	Phosphoserine aminotransferase	NA	NA
COG0391	HG	Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family	NA	NA
COG0511	HI	Biotin carboxyl carrier protein	NA	NA
COG0109	HI	Polyprenyltransferase (heme O synthase)	NA	NA
COG1154	HI	Deoxyxylulose-5-phosphate synthase	NA	NA
COG3697	HI	Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)	NA	NA
COG0301	HJ	Adenylyl- and sulfurtransferase ThiI, participates in tRNA 4-thiouridine and thiamine biosynthesis	NA	NA
COG0189	HJ	Glutathione synthase/RimK-type ligase, ATP-grasp superfamily	NA	NA
COG1402	HQ	 Creatinine amidohydrolase/Fe(II)-dependent formamide hydrolase involved in riboflavin and F420 biosynthesis	NA	NA
COG1169	HQ	Isochorismate synthase EntC	NA	NA
COG0561	HR	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	NA	NA
COG1335	HR	Nicotinamidase-related amidase	NA	NA
COG0596	HR	Pimeloyl-ACP methyl ester carboxylesterase	NA	NA
COG0111	HR	Phosphoglycerate dehydrogenase or related dehydrogenase	NA	NA
COG2045	HR	Phosphosulfolactate phosphohydrolase or related enzyme	NA	NA
COG2141	HR	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	NA	NA
COG0661	HT	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family	NA	NA
COG4850	I	Phosphatidate phosphatase APP1	METABOLISM	Lipid transport and metabolism 
COG1075	I	Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold	METABOLISM	Lipid transport and metabolism 
COG1968	I	Undecaprenyl pyrophosphate phosphatase UppP	METABOLISM	Lipid transport and metabolism 
COG3239	I	Fatty acid desaturase	METABOLISM	Lipid transport and metabolism 
COG1788	I	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit	METABOLISM	Lipid transport and metabolism 
COG0344	I	Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase	METABOLISM	Lipid transport and metabolism 
COG0688	I	Phosphatidylserine decarboxylase	METABOLISM	Lipid transport and metabolism 
COG1211	I	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	METABOLISM	Lipid transport and metabolism 
COG1608	I	Isopentenyl phosphate kinase	METABOLISM	Lipid transport and metabolism 
COG3890	I	Phosphomevalonate kinase	METABOLISM	Lipid transport and metabolism 
COG1924	I	Activator of 2-hydroxyglutaryl-CoA dehydratase (HSP70-class ATPase domain)	METABOLISM	Lipid transport and metabolism 
COG2937	I	Glycerol-3-phosphate O-acyltransferase	METABOLISM	Lipid transport and metabolism 
COG3356	I	Predicted membrane-associated lipid hydrolase, neutral ceramidase superfamily	METABOLISM	Lipid transport and metabolism 
COG1804	I	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	METABOLISM	Lipid transport and metabolism 
COG1646	I	Heptaprenylglyceryl phosphate synthase	METABOLISM	Lipid transport and metabolism 
COG2030	I	Acyl dehydratase	METABOLISM	Lipid transport and metabolism 
COG2246	I	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	METABOLISM	Lipid transport and metabolism 
COG0671	I	Membrane-associated phospholipid phosphatase	METABOLISM	Lipid transport and metabolism 
COG1443	I	Isopentenyldiphosphate isomerase	METABOLISM	Lipid transport and metabolism 
COG4247	I	3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase)	METABOLISM	Lipid transport and metabolism 
COG0575	I	CDP-diglyceride synthetase	METABOLISM	Lipid transport and metabolism 
COG2230	I	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases	METABOLISM	Lipid transport and metabolism 
COG0764	I	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	METABOLISM	Lipid transport and metabolism 
COG5379	I	S-adenosylmethionine:diacylglycerol 3-amino-3-carboxypropyl transferase	METABOLISM	Lipid transport and metabolism 
COG1257	I	Hydroxymethylglutaryl-CoA reductase	METABOLISM	Lipid transport and metabolism 
COG2084	I	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	METABOLISM	Lipid transport and metabolism 
COG2185	I	Methylmalonyl-CoA mutase, C-terminal domain/subunit (cobalamin-binding)	METABOLISM	Lipid transport and metabolism 
COG1884	I	Methylmalonyl-CoA mutase, N-terminal domain/subunit	METABOLISM	Lipid transport and metabolism 
COG3124	I	Acyl carrier protein phosphodiesterase	METABOLISM	Lipid transport and metabolism 
COG0777	I	Acetyl-CoA carboxylase beta subunit	METABOLISM	Lipid transport and metabolism 
COG3475	I	Phosphorylcholine metabolism protein LicD	METABOLISM	Lipid transport and metabolism 
COG3884	I	Acyl-ACP thioesterase	METABOLISM	Lipid transport and metabolism 
COG3243	I	Poly(3-hydroxyalkanoate) synthetase	METABOLISM	Lipid transport and metabolism 
COG0558	I	Phosphatidylglycerophosphate synthase	METABOLISM	Lipid transport and metabolism 
COG2854	I	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, periplasmic MlaC component	METABOLISM	Lipid transport and metabolism 
COG2057	I	Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit	METABOLISM	Lipid transport and metabolism 
COG2930	I	Lipid-binding SYLF domain	METABOLISM	Lipid transport and metabolism 
